,pickup_datetime,dateandhour,trip_miles,trip_time,trip_minutes,base_passenger_fare,driver_pay,hour,temp,precipitation,tips
416261,2022-04-03 22:25:59-04:00,2022-04-03 22,11.76,1511,25.183333333333334,35.96,26.97,22,41.4,0.0,0.0
2408955,2022-04-08 19:50:33-04:00,2022-04-08 19,15.24,2013,33.55,48.78,39.44,19,55.7,0.0,0.0
1305569,2022-04-06 10:29:29-04:00,2022-04-06 10,1.41,533,8.883333333333333,10.37,6.39,10,49.9,0.4,0.0
1174108,2022-04-06 00:28:24-04:00,2022-04-06 00,3.75,715,11.916666666666666,14.57,11.21,0,46.7,0.7,0.0
2048568,2022-04-07 22:58:02-04:00,2022-04-07 22,2.32,740,12.333333333333334,31.0,19.63,22,52.6,4.2,0.0
1046337,2022-04-05 18:54:13-04:00,2022-04-05 18,1.13,589,9.816666666666666,9.04,6.5,18,49.4,0.0,2.0
1834871,2022-04-07 15:21:54-04:00,2022-04-07 15,6.84,3341,55.68333333333333,64.73,43.09,15,50.3,3.6,11.27
830889,2022-04-05 06:30:24-04:00,2022-04-05 06,4.58,584,9.733333333333333,16.18,11.85,6,41.4,0.0,8.0
440282,2022-04-04 00:24:58-04:00,2022-04-04 00,5.25,812,13.533333333333333,18.01,14.8,0,41.0,0.0,0.0
1715125,2022-04-07 10:40:45-04:00,2022-04-07 10,0.89,265,4.416666666666667,8.27,7.04,10,48.6,0.0,0.0
1156250,2022-04-05 23:25:07-04:00,2022-04-05 23,5.66,1693,28.216666666666665,23.93,27.06,23,47.6,0.4,0.0
2122048,2022-04-08 05:53:26-04:00,2022-04-08 05,5.09,1528,25.466666666666665,25.82,20.08,5,49.1,0.0,0.0
706777,2022-04-04 18:44:03-04:00,2022-04-04 18,0.68,645,10.75,8.27,10.35,18,51.5,0.0,0.0
1208319,2022-04-06 06:45:16-04:00,2022-04-06 06,4.45,1296,21.6,18.31,16.6,6,47.3,2.1,0.0
2178445,2022-04-08 08:20:27-04:00,2022-04-08 08,3.61,1650,27.5,28.67,18.99,8,50.7,0.0,4.8
2140271,2022-04-08 06:28:21-04:00,2022-04-08 06,11.56,2145,35.75,42.69,32.65,6,48.7,0.0,0.0
799618,2022-04-05 00:42:42-04:00,2022-04-05 00,7.09,1007,16.783333333333335,22.09,20.97,0,44.0,0.0,0.0
2802544,2022-04-09 14:22:17-04:00,2022-04-09 14,2.2,617,10.283333333333333,12.95,8.0,14,53.2,0.0,0.0
2453542,2022-04-08 20:43:36-04:00,2022-04-08 20,0.98,364,6.066666666666666,8.7,6.97,20,54.5,0.0,0.0
851381,2022-04-05 07:07:27-04:00,2022-04-05 07,2.01,513,8.55,10.74,8.32,7,42.6,0.0,0.0
1743021,2022-04-07 11:47:20-04:00,2022-04-07 11,1.22,774,12.9,12.67,8.24,11,48.1,0.2,0.0
2038938,2022-04-07 22:33:11-04:00,2022-04-07 22,3.06,808,13.466666666666667,20.86,20.19,22,52.6,4.2,4.66
1159555,2022-04-05 23:16:03-04:00,2022-04-05 23,0.67,450,7.5,8.63,5.73,23,47.6,0.4,0.0
1418431,2022-04-06 15:02:34-04:00,2022-04-06 15,3.67,1137,18.95,21.7,14.29,15,50.8,0.0,3.99
1321161,2022-04-06 10:02:41-04:00,2022-04-06 10,7.92,2543,42.38333333333333,33.7,32.08,10,49.9,0.4,0.0
2210846,2022-04-08 10:09:03-04:00,2022-04-08 10,11.04,1780,29.666666666666668,39.49,30.0,10,55.1,0.0,9.94
1717700,2022-04-07 10:14:25-04:00,2022-04-07 10,21.96,2945,49.083333333333336,71.92,55.21,10,48.6,0.0,0.0
2150043,2022-04-08 07:50:27-04:00,2022-04-08 07,1.22,381,6.35,15.54,9.07,7,49.3,0.0,0.0
1655199,2022-04-07 07:00:52-04:00,2022-04-07 07,2.16,645,10.75,11.33,8.81,7,46.8,0.0,0.0
2486162,2022-04-08 21:12:44-04:00,2022-04-08 21,7.69,1016,16.933333333333334,27.48,26.41,21,53.5,0.0,0.0
2231823,2022-04-08 11:31:21-04:00,2022-04-08 11,0.94,703,11.716666666666667,7.91,8.95,11,56.8,0.0,0.0
155088,2022-04-03 10:39:29-04:00,2022-04-03 10,9.76,1321,22.016666666666666,26.78,23.93,10,45.8,1.8,0.0
2916066,2022-04-09 19:39:05-04:00,2022-04-09 19,3.92,1295,21.583333333333332,23.16,18.23,19,51.4,0.0,2.86
380880,2022-04-03 20:23:43-04:00,2022-04-03 20,1.1,330,5.5,8.27,6.28,20,44.6,0.0,3.0
2568554,2022-04-09 00:42:56-04:00,2022-04-09 00,2.76,468,7.8,11.51,8.24,0,50.8,0.0,0.0
1079541,2022-04-05 19:48:52-04:00,2022-04-05 19,0.92,385,6.416666666666667,6.47,5.4,19,49.2,0.0,0.0
2700827,2022-04-09 10:57:26-04:00,2022-04-09 10,14.7,2570,42.833333333333336,39.86,42.44,10,50.6,0.1,0.0
462855,2022-04-04 05:04:19-04:00,2022-04-04 05,4.38,607,10.116666666666667,21.87,11.7,5,41.0,0.0,0.0
1263963,2022-04-06 08:22:50-04:00,2022-04-06 08,1.15,395,6.583333333333333,27.74,25.15,8,48.1,1.8,0.0
1662558,2022-04-07 07:19:54-04:00,2022-04-07 07,12.66,2370,39.5,46.11,38.93,7,46.8,0.0,12.89
682731,2022-04-04 17:29:28-04:00,2022-04-04 17,20.58,4552,75.86666666666666,77.73,64.04,17,51.8,0.0,9.7
1399717,2022-04-06 15:55:27-04:00,2022-04-06 15,1.06,268,4.466666666666667,8.27,5.39,15,50.8,0.0,0.0
299586,2022-04-03 16:38:25-04:00,2022-04-03 16,22.7,2414,40.233333333333334,54.89,48.28,16,46.1,0.0,0.0
431483,2022-04-03 23:14:45-04:00,2022-04-03 23,3.02,520,8.666666666666666,12.39,9.07,23,41.5,0.0,0.0
744700,2022-04-04 20:37:24-04:00,2022-04-04 20,4.4,1390,23.166666666666668,20.57,18.96,20,50.1,0.0,0.0
654354,2022-04-04 16:46:57-04:00,2022-04-04 16,1.89,846,14.1,13.24,11.8,16,52.6,0.0,3.0
1401707,2022-04-06 15:55:50-04:00,2022-04-06 15,7.67,1910,31.833333333333332,29.44,27.24,15,50.8,0.0,0.0
1851658,2022-04-07 15:46:40-04:00,2022-04-07 15,1.25,585,9.75,12.35,7.21,15,50.3,3.6,0.0
559431,2022-04-04 10:18:09-04:00,2022-04-04 10,11.69,2019,33.65,35.08,31.39,10,48.0,0.0,0.0
623631,2022-04-04 14:23:07-04:00,2022-04-04 14,3.55,1144,19.066666666666666,27.33,15.5,14,52.1,0.0,0.0
990183,2022-04-05 15:14:53-04:00,2022-04-05 15,2.39,1245,20.75,18.09,15.55,15,51.7,0.0,0.0
2878989,2022-04-09 18:30:45-04:00,2022-04-09 18,1.25,338,5.633333333333334,7.91,5.4,18,52.1,0.0,3.0
1415785,2022-04-06 15:03:17-04:00,2022-04-06 15,10.46,2418,40.3,38.58,34.62,15,50.8,0.0,0.0
2674261,2022-04-09 08:50:12-04:00,2022-04-09 08,6.86,834,13.9,19.8,16.14,8,48.4,0.6,0.0
354395,2022-04-03 19:49:11-04:00,2022-04-03 19,0.69,197,3.283333333333333,15.92,8.89,19,45.2,0.5,5.0
3032175,2022-04-09 23:25:05-04:00,2022-04-09 23,3.19,1113,18.55,18.8,14.53,23,47.6,0.0,2.1
667025,2022-04-04 17:51:11-04:00,2022-04-04 17,1.29,605,10.083333333333334,23.74,14.81,17,51.8,0.0,0.0
407982,2022-04-03 22:30:05-04:00,2022-04-03 22,4.81,1315,21.916666666666668,24.25,18.53,22,41.4,0.0,4.06
853991,2022-04-05 08:04:09-04:00,2022-04-05 08,1.69,831,13.85,14.4,10.1,8,44.4,0.0,0.0
310565,2022-04-03 17:44:17-04:00,2022-04-03 17,1.27,397,6.616666666666666,8.27,5.39,17,46.7,0.0,0.0
1087663,2022-04-05 19:09:30-04:00,2022-04-05 19,6.89,2752,45.86666666666667,36.67,32.95,19,49.2,0.0,0.0
2220040,2022-04-08 10:24:24-04:00,2022-04-08 10,1.38,781,13.016666666666667,11.0,8.5,10,55.1,0.0,0.0
757961,2022-04-04 21:24:33-04:00,2022-04-04 21,70.92,5502,91.7,168.8,150.22,21,48.9,0.0,0.0
1550676,2022-04-06 21:20:54-04:00,2022-04-06 21,19.0,2157,35.95,85.14,50.38,21,49.8,0.0,50.0
2967231,2022-04-09 21:07:20-04:00,2022-04-09 21,10.8,2174,36.233333333333334,59.17,38.46,21,49.6,0.0,0.0
2236576,2022-04-08 11:55:07-04:00,2022-04-08 11,3.47,1517,25.283333333333335,21.74,18.92,11,56.8,0.0,0.0
2728907,2022-04-09 11:49:47-04:00,2022-04-09 11,18.23,2966,49.43333333333333,72.75,58.14,11,51.4,0.2,12.06
3042847,2022-04-09 23:01:12-04:00,2022-04-09 23,0.55,306,5.1,11.08,8.95,23,47.6,0.0,0.0
1292280,2022-04-06 09:34:31-04:00,2022-04-06 09,0.47,272,4.533333333333333,8.27,5.4,9,48.4,0.5,0.0
1678390,2022-04-07 08:34:35-04:00,2022-04-07 08,3.63,957,15.95,31.91,24.06,8,47.2,0.0,0.0
402257,2022-04-03 22:38:34-04:00,2022-04-03 22,0.85,369,6.15,7.19,6.84,22,41.4,0.0,1.0
2100218,2022-04-08 01:31:19-04:00,2022-04-08 01,4.98,811,13.516666666666667,19.85,17.76,1,52.2,1.9,0.0
2205016,2022-04-08 09:53:26-04:00,2022-04-08 09,22.6,2697,44.95,58.69,50.22,9,51.9,0.0,0.0
413297,2022-04-03 22:34:48-04:00,2022-04-03 22,1.38,375,6.25,9.71,9.87,22,41.4,0.0,0.0
2601949,2022-04-09 02:12:01-04:00,2022-04-09 02,2.82,792,13.2,24.64,12.96,2,50.4,0.1,0.0
180969,2022-04-03 11:26:31-04:00,2022-04-03 11,1.35,509,8.483333333333333,9.89,6.2,11,45.5,1.0,0.0
2644791,2022-04-09 05:44:27-04:00,2022-04-09 05,6.29,848,14.133333333333333,22.2,14.79,5,48.8,0.0,0.0
2489585,2022-04-08 22:18:41-04:00,2022-04-08 22,5.03,1834,30.566666666666666,29.5,22.6,22,51.5,0.0,0.0
1892539,2022-04-07 17:01:49-04:00,2022-04-07 17,6.41,1259,20.983333333333334,25.24,18.54,17,51.3,1.5,5.64
1421767,2022-04-06 16:15:56-04:00,2022-04-06 16,2.86,963,16.05,19.34,12.35,16,51.4,0.0,0.0
1535708,2022-04-06 20:39:06-04:00,2022-04-06 20,2.6,778,12.966666666666667,12.13,10.33,20,50.0,0.0,3.0
1163868,2022-04-05 23:39:45-04:00,2022-04-05 23,0.57,197,3.283333333333333,8.27,5.39,23,47.6,0.4,0.0
1772368,2022-04-07 12:21:11-04:00,2022-04-07 12,4.88,1110,18.5,16.48,15.45,12,48.3,0.2,0.0
521492,2022-04-04 08:42:30-04:00,2022-04-04 08,3.51,1463,24.383333333333333,26.13,19.16,8,43.8,0.0,0.0
2297238,2022-04-08 14:58:02-04:00,2022-04-08 14,1.14,374,6.233333333333333,8.52,6.5,14,59.7,0.0,0.0
2747765,2022-04-09 12:49:41-04:00,2022-04-09 12,6.19,1302,21.7,24.34,19.91,12,51.5,0.2,0.0
1445787,2022-04-06 17:50:35-04:00,2022-04-06 17,2.18,1022,17.033333333333335,15.79,11.54,17,51.1,0.0,0.0
93189,2022-04-03 04:01:50-04:00,2022-04-03 04,4.99,905,15.083333333333334,15.82,13.77,4,42.4,0.0,0.0
1302541,2022-04-06 10:43:34-04:00,2022-04-06 10,2.06,853,14.216666666666667,11.85,11.74,10,49.9,0.4,0.0
1577821,2022-04-06 22:34:35-04:00,2022-04-06 22,10.67,1940,32.333333333333336,38.47,30.5,22,48.9,0.0,0.0
1242494,2022-04-06 08:06:37-04:00,2022-04-06 08,0.65,408,6.8,11.79,7.96,8,48.1,1.8,0.0
2155858,2022-04-08 07:24:02-04:00,2022-04-08 07,2.85,1294,21.566666666666666,21.95,16.72,7,49.3,0.0,0.0
2622409,2022-04-09 03:54:27-04:00,2022-04-09 03,0.68,261,4.35,25.67,17.67,3,49.4,0.1,0.0
1473459,2022-04-06 18:53:53-04:00,2022-04-06 18,7.16,1021,17.016666666666666,18.66,17.7,18,50.5,0.0,0.0
902799,2022-04-05 10:44:24-04:00,2022-04-05 10,17.29,1779,29.65,38.62,35.76,10,49.9,0.0,0.0
1541068,2022-04-06 21:11:42-04:00,2022-04-06 21,1.03,276,4.6,8.27,5.87,21,49.8,0.0,0.0
662928,2022-04-04 16:49:43-04:00,2022-04-04 16,1.4,680,11.333333333333334,10.15,7.75,16,52.6,0.0,0.0
1823973,2022-04-07 15:34:27-04:00,2022-04-07 15,0.91,398,6.633333333333334,9.1,5.4,15,50.3,3.6,0.0
8519,2022-04-03 00:51:23-04:00,2022-04-03 00,1.06,761,12.683333333333334,28.27,17.03,0,43.1,0.0,0.0
2566380,2022-04-09 00:19:49-04:00,2022-04-09 00,2.88,687,11.45,15.36,10.6,0,50.8,0.0,2.0
1481871,2022-04-06 18:10:42-04:00,2022-04-06 18,2.28,425,7.083333333333333,10.63,6.4,18,50.5,0.0,0.0
2034041,2022-04-07 22:32:02-04:00,2022-04-07 22,1.23,589,9.816666666666666,10.18,8.7,22,52.6,4.2,0.0
850777,2022-04-05 07:38:55-04:00,2022-04-05 07,0.79,287,4.783333333333333,8.27,5.4,7,42.6,0.0,0.0
2397219,2022-04-08 18:58:23-04:00,2022-04-08 18,1.26,444,7.4,10.29,8.9,18,56.9,0.0,0.0
693502,2022-04-04 18:08:46-04:00,2022-04-04 18,2.07,709,11.816666666666666,11.22,9.01,18,51.5,0.0,0.0
724136,2022-04-04 19:18:39-04:00,2022-04-04 19,0.6,367,6.116666666666666,8.95,5.9,19,50.9,0.0,0.0
2432694,2022-04-08 20:30:45-04:00,2022-04-08 20,2.86,541,9.016666666666667,23.59,12.27,20,54.5,0.0,0.0
637709,2022-04-04 15:28:24-04:00,2022-04-04 15,2.28,607,10.116666666666667,12.96,9.31,15,52.5,0.0,0.0
2933379,2022-04-09 20:16:23-04:00,2022-04-09 20,2.58,662,11.033333333333333,15.33,14.33,20,50.4,0.0,3.0
2169485,2022-04-08 08:05:17-04:00,2022-04-08 08,1.02,1347,22.45,15.74,25.96,8,50.7,0.0,0.0
2919366,2022-04-09 19:18:51-04:00,2022-04-09 19,2.97,918,15.3,31.07,17.03,19,51.4,0.0,0.0
980365,2022-04-05 14:42:57-04:00,2022-04-05 14,13.71,2134,35.56666666666667,46.89,36.06,14,52.2,0.0,0.0
1383216,2022-04-06 14:59:16-04:00,2022-04-06 14,6.74,2259,37.65,28.93,29.46,14,51.0,0.0,0.0
1154305,2022-04-05 23:26:31-04:00,2022-04-05 23,4.42,978,16.3,33.47,27.82,23,47.6,0.4,0.0
2554794,2022-04-09 00:20:57-04:00,2022-04-09 00,12.86,2573,42.88333333333333,48.57,44.3,0,50.8,0.0,0.0
2850500,2022-04-09 17:32:39-04:00,2022-04-09 17,1.94,646,10.766666666666667,11.59,8.56,17,52.2,0.0,0.0
2533330,2022-04-08 23:00:01-04:00,2022-04-08 23,2.59,1031,17.183333333333334,19.54,19.6,23,51.7,0.0,0.0
2423935,2022-04-08 19:30:20-04:00,2022-04-08 19,6.16,1004,16.733333333333334,25.12,17.38,19,55.7,0.0,0.0
1592320,2022-04-06 23:23:28-04:00,2022-04-06 23,5.76,919,15.316666666666666,23.36,18.49,23,48.7,0.0,5.77
1343234,2022-04-06 12:05:15-04:00,2022-04-06 12,2.9,929,15.483333333333333,18.39,13.07,12,50.9,0.1,0.0
1436337,2022-04-06 16:26:33-04:00,2022-04-06 16,6.26,1881,31.35,26.34,24.02,16,51.4,0.0,3.16
1073942,2022-04-05 19:08:04-04:00,2022-04-05 19,2.17,865,14.416666666666666,46.85,34.51,19,49.2,0.0,11.03
1492290,2022-04-06 19:29:08-04:00,2022-04-06 19,1.88,630,10.5,13.5,16.07,19,50.3,0.0,0.0
408306,2022-04-03 22:37:07-04:00,2022-04-03 22,2.32,732,12.2,12.94,10.56,22,41.4,0.0,0.0
570413,2022-04-04 11:06:10-04:00,2022-04-04 11,5.35,1466,24.433333333333334,22.81,20.05,11,49.4,0.0,0.0
1046086,2022-04-05 18:59:20-04:00,2022-04-05 18,38.65,3078,51.3,124.62,83.26,18,49.4,0.0,21.33
2794116,2022-04-09 14:15:52-04:00,2022-04-09 14,1.2,505,8.416666666666666,10.19,6.95,14,53.2,0.0,0.0
1318586,2022-04-06 10:46:40-04:00,2022-04-06 10,13.76,1700,28.333333333333332,41.64,33.05,10,49.9,0.4,0.0
931595,2022-04-05 12:25:31-04:00,2022-04-05 12,6.12,1937,32.28333333333333,33.43,26.49,12,52.3,0.0,0.0
1762360,2022-04-07 12:36:05-04:00,2022-04-07 12,3.92,640,10.666666666666666,16.07,11.1,12,48.3,0.2,0.0
1114031,2022-04-05 21:37:08-04:00,2022-04-05 21,1.34,311,5.183333333333334,17.07,17.48,21,48.6,0.1,4.36
805311,2022-04-05 01:00:12-04:00,2022-04-05 01,16.52,1362,22.7,39.92,33.84,1,43.2,0.0,0.0
1084109,2022-04-05 19:13:57-04:00,2022-04-05 19,1.75,816,13.6,29.09,15.93,19,49.2,0.0,0.0
663812,2022-04-04 16:15:29-04:00,2022-04-04 16,7.38,3232,53.86666666666667,42.35,38.52,16,52.6,0.0,6.02
1753826,2022-04-07 12:50:47-04:00,2022-04-07 12,6.33,1276,21.266666666666666,26.63,19.52,12,48.3,0.2,0.0
980858,2022-04-05 14:49:17-04:00,2022-04-05 14,7.21,1567,26.116666666666667,29.9,26.0,14,52.2,0.0,3.34
2590480,2022-04-09 01:48:09-04:00,2022-04-09 01,5.11,1342,22.366666666666667,28.45,22.61,1,50.6,0.0,0.0
822536,2022-04-05 06:47:34-04:00,2022-04-05 06,28.37,3083,51.38333333333333,88.65,64.09,6,41.4,0.0,16.94
2042149,2022-04-07 22:57:19-04:00,2022-04-07 22,2.07,658,10.966666666666667,10.71,11.06,22,52.6,4.2,0.0
1424282,2022-04-06 16:23:50-04:00,2022-04-06 16,2.98,1060,17.666666666666668,17.05,12.81,16,51.4,0.0,0.0
968512,2022-04-05 14:53:14-04:00,2022-04-05 14,4.0,1077,17.95,16.44,14.68,14,52.2,0.0,0.0
1403227,2022-04-06 15:07:13-04:00,2022-04-06 15,13.83,3762,62.7,88.54,54.18,15,50.8,0.0,10.18
424996,2022-04-03 23:57:13-04:00,2022-04-03 23,3.43,825,13.75,17.22,11.26,23,41.5,0.0,2.2
1831508,2022-04-07 15:52:57-04:00,2022-04-07 15,2.21,1638,27.3,61.48,42.38,15,50.3,3.6,14.3
2103140,2022-04-08 01:15:49-04:00,2022-04-08 01,3.74,1136,18.933333333333334,34.84,31.96,1,52.2,1.9,0.0
1756262,2022-04-07 12:19:02-04:00,2022-04-07 12,7.65,1345,22.416666666666668,25.36,20.98,12,48.3,0.2,0.0
1917246,2022-04-07 18:15:12-04:00,2022-04-07 18,0.58,281,4.683333333333334,16.98,25.2,18,51.2,0.9,0.0
867547,2022-04-05 08:47:15-04:00,2022-04-05 08,2.9,1376,22.933333333333334,33.41,16.76,8,44.4,0.0,0.0
1621604,2022-04-07 04:27:41-04:00,2022-04-07 04,4.79,723,12.05,15.99,13.62,4,46.8,0.0,0.0
730535,2022-04-04 20:12:23-04:00,2022-04-04 20,2.27,605,10.083333333333334,16.07,9.18,20,50.1,0.0,0.0
2946341,2022-04-09 20:33:58-04:00,2022-04-09 20,1.06,631,10.516666666666667,7.91,6.8,20,50.4,0.0,3.0
2058037,2022-04-07 23:59:25-04:00,2022-04-07 23,3.15,913,15.216666666666667,18.29,14.59,23,52.6,5.7,0.0
2072606,2022-04-07 23:30:27-04:00,2022-04-07 23,3.36,1167,19.45,26.68,41.39,23,52.6,5.7,0.0
839020,2022-04-05 07:48:15-04:00,2022-04-05 07,1.72,587,9.783333333333333,21.71,13.14,7,42.6,0.0,0.0
370111,2022-04-03 20:45:04-04:00,2022-04-03 20,2.34,818,13.633333333333333,31.64,19.3,20,44.6,0.0,0.0
747665,2022-04-04 21:56:47-04:00,2022-04-04 21,13.84,1887,31.45,37.9,32.71,21,48.9,0.0,0.0
535875,2022-04-04 09:33:50-04:00,2022-04-04 09,2.91,870,14.5,14.76,11.05,9,45.4,0.0,0.0
456010,2022-04-04 03:04:44-04:00,2022-04-04 03,12.37,1398,23.3,29.84,26.69,3,41.3,0.0,0.0
715011,2022-04-04 19:54:32-04:00,2022-04-04 19,7.81,1015,16.916666666666668,19.87,18.02,19,50.9,0.0,3.74
859226,2022-04-05 08:34:19-04:00,2022-04-05 08,2.59,925,15.416666666666666,21.36,15.16,8,44.4,0.0,0.0
507202,2022-04-04 08:42:35-04:00,2022-04-04 08,3.01,948,15.8,20.38,14.16,8,43.8,0.0,0.0
1386631,2022-04-06 14:32:57-04:00,2022-04-06 14,5.64,3060,51.0,29.22,35.14,14,51.0,0.0,3.09
1119677,2022-04-05 21:02:33-04:00,2022-04-05 21,1.83,748,12.466666666666667,20.54,21.76,21,48.6,0.1,3.85
2638854,2022-04-09 05:38:44-04:00,2022-04-09 05,1.84,427,7.116666666666666,8.89,11.33,5,48.8,0.0,0.0
758527,2022-04-04 21:37:33-04:00,2022-04-04 21,3.12,958,15.966666666666667,17.3,12.07,21,48.9,0.0,0.0
1924987,2022-04-07 18:20:37-04:00,2022-04-07 18,6.42,2002,33.36666666666667,25.18,26.53,18,51.2,0.9,0.0
2050283,2022-04-07 22:13:52-04:00,2022-04-07 22,17.51,1709,28.483333333333334,48.1,52.4,22,52.6,4.2,0.0
720646,2022-04-04 19:35:49-04:00,2022-04-04 19,0.12,241,4.016666666666667,9.44,7.18,19,50.9,0.0,0.0
1934125,2022-04-07 18:04:35-04:00,2022-04-07 18,1.84,1250,20.833333333333332,15.49,15.42,18,51.2,0.9,0.0
2812813,2022-04-09 15:29:37-04:00,2022-04-09 15,13.23,2572,42.86666666666667,43.51,38.04,15,53.2,0.0,0.0
1057933,2022-04-05 18:38:18-04:00,2022-04-05 18,2.37,888,14.8,11.26,12.55,18,49.4,0.0,0.0
1501688,2022-04-06 19:53:34-04:00,2022-04-06 19,1.01,254,4.233333333333333,7.86,5.39,19,50.3,0.0,0.0
426007,2022-04-03 23:44:04-04:00,2022-04-03 23,2.73,728,12.133333333333333,14.16,9.67,23,41.5,0.0,0.0
2725608,2022-04-09 11:52:38-04:00,2022-04-09 11,5.48,867,14.45,20.93,14.0,11,51.4,0.2,0.0
500069,2022-04-04 07:53:15-04:00,2022-04-04 07,2.0,1016,16.933333333333334,13.73,14.97,7,42.2,0.0,0.0
646878,2022-04-04 15:04:28-04:00,2022-04-04 15,3.88,1327,22.116666666666667,22.78,16.89,15,52.5,0.0,0.0
929511,2022-04-05 11:11:44-04:00,2022-04-05 11,1.52,605,10.083333333333334,9.97,11.12,11,51.0,0.0,0.0
341964,2022-04-03 18:54:43-04:00,2022-04-03 18,0.88,373,6.216666666666667,8.27,7.06,18,46.7,0.1,0.0
2506109,2022-04-08 22:51:40-04:00,2022-04-08 22,5.14,807,13.45,18.44,14.25,22,51.5,0.0,0.0
2831424,2022-04-09 16:59:54-04:00,2022-04-09 16,5.14,945,15.75,20.37,15.09,16,54.0,0.1,0.0
43088,2022-04-03 01:07:29-04:00,2022-04-03 01,8.45,983,16.383333333333333,45.42,33.09,1,42.6,0.0,7.62
1615800,2022-04-07 02:02:07-04:00,2022-04-07 02,3.02,848,14.133333333333333,15.44,11.03,2,47.5,0.0,4.0
433015,2022-04-03 23:14:48-04:00,2022-04-03 23,12.58,1477,24.616666666666667,33.04,30.97,23,41.5,0.0,0.0
2790850,2022-04-09 14:55:58-04:00,2022-04-09 14,1.57,482,8.033333333333333,11.69,6.62,14,53.2,0.0,0.0
1796609,2022-04-07 13:10:51-04:00,2022-04-07 13,1.16,443,7.383333333333334,7.79,6.53,13,48.8,0.1,3.0
1934757,2022-04-07 18:05:07-04:00,2022-04-07 18,0.59,237,3.95,7.51,6.99,18,51.2,0.9,0.0
1848157,2022-04-07 15:15:57-04:00,2022-04-07 15,2.03,703,11.716666666666667,10.35,8.56,15,50.3,3.6,0.0
2569277,2022-04-09 00:44:17-04:00,2022-04-09 00,0.24,239,3.9833333333333334,10.38,9.04,0,50.8,0.0,3.0
183064,2022-04-03 11:51:33-04:00,2022-04-03 11,30.48,2782,46.36666666666667,81.76,66.68,11,45.5,1.0,10.0
1456929,2022-04-06 17:40:44-04:00,2022-04-06 17,3.18,1027,17.116666666666667,22.98,14.31,17,51.1,0.0,2.84
906068,2022-04-05 10:18:23-04:00,2022-04-05 10,4.3,845,14.083333333333334,15.8,14.9,10,49.9,0.0,0.0
1388150,2022-04-06 14:42:49-04:00,2022-04-06 14,1.74,1021,17.016666666666666,15.43,11.78,14,51.0,0.0,4.0
1458454,2022-04-06 17:07:35-04:00,2022-04-06 17,2.66,649,10.816666666666666,12.42,10.03,17,51.1,0.0,5.0
1689138,2022-04-07 08:38:04-04:00,2022-04-07 08,0.76,233,3.8833333333333333,6.47,6.62,8,47.2,0.0,0.0
2865619,2022-04-09 17:26:49-04:00,2022-04-09 17,6.21,2420,40.333333333333336,34.31,30.57,17,52.2,0.0,0.0
1222243,2022-04-06 07:36:40-04:00,2022-04-06 07,6.88,1363,22.716666666666665,35.33,27.23,7,47.8,2.3,0.0
1267841,2022-04-06 08:44:09-04:00,2022-04-06 08,2.88,1303,21.716666666666665,20.23,19.78,8,48.1,1.8,0.0
1443281,2022-04-06 17:22:31-04:00,2022-04-06 17,1.1,564,9.4,8.1,6.81,17,51.1,0.0,0.0
2226482,2022-04-08 11:55:17-04:00,2022-04-08 11,8.2,2192,36.53333333333333,60.12,45.09,11,56.8,0.0,0.0
451250,2022-04-04 02:48:14-04:00,2022-04-04 02,1.35,380,6.333333333333333,8.27,6.16,2,41.3,0.0,0.0
2859473,2022-04-09 17:58:44-04:00,2022-04-09 17,1.4,518,8.633333333333333,8.03,6.26,17,52.2,0.0,0.0
1959146,2022-04-07 19:01:32-04:00,2022-04-07 19,1.56,566,9.433333333333334,19.66,14.36,19,51.4,1.8,2.19
1149031,2022-04-05 22:26:36-04:00,2022-04-05 22,4.62,829,13.816666666666666,18.46,12.78,22,47.9,0.3,0.0
3031662,2022-04-09 23:47:05-04:00,2022-04-09 23,2.36,772,12.866666666666667,21.46,20.58,23,47.6,0.0,0.0
1077943,2022-04-05 19:46:31-04:00,2022-04-05 19,1.95,452,7.533333333333333,10.8,6.25,19,49.2,0.0,0.0
2032513,2022-04-07 22:12:20-04:00,2022-04-07 22,8.16,1145,19.083333333333332,29.23,23.47,22,52.6,4.2,0.0
940728,2022-04-05 12:47:32-04:00,2022-04-05 12,16.76,3943,65.71666666666667,79.94,54.51,12,52.3,0.0,0.0
2438553,2022-04-08 20:00:35-04:00,2022-04-08 20,2.68,682,11.366666666666667,12.77,9.13,20,54.5,0.0,0.0
2151724,2022-04-08 07:20:37-04:00,2022-04-08 07,13.63,1792,29.866666666666667,57.41,41.07,7,49.3,0.0,0.0
1195908,2022-04-06 05:52:54-04:00,2022-04-06 05,2.82,828,13.8,15.34,12.59,5,47.0,2.4,0.0
2209823,2022-04-08 10:42:42-04:00,2022-04-08 10,2.29,357,5.95,8.63,5.81,10,55.1,0.0,0.0
2279880,2022-04-08 13:32:43-04:00,2022-04-08 13,1.26,623,10.383333333333333,23.33,14.75,13,58.8,0.0,0.0
272214,2022-04-03 15:57:24-04:00,2022-04-03 15,0.26,177,2.95,8.27,5.39,15,45.6,0.1,0.0
145148,2022-04-03 09:21:52-04:00,2022-04-03 09,18.4,2174,36.233333333333334,64.19,49.2,9,45.1,1.2,0.0
578996,2022-04-04 12:58:09-04:00,2022-04-04 12,1.03,314,5.233333333333333,8.27,5.39,12,51.1,0.0,0.0
